title,keyword,abstract,field,authors,date,doi,references
Flat Band Induced Topological Tamm States in One-Dimensional Comb-like Structures,,,,"S. Khattou,Y. Rezzouk,M. Amrani,M. El Ghafiani,E.H. El Boudouti,A. Talbi,Y. Jin,B. Djafari-Rouhani",2024,,
Focusing and Imaging of Flexural Lamb Waves by Pillared Metasurfaces,,,,"L. Carpentier,Y. Jin,W. Wang,J. Iglesias,A. Khelif,Y. Pennec,B. Bonello,B. Djafari-Rouhani",2024,,
Flight-Testing of a MEMS Wall Shear Stress Thermal Sensor on a Microlight Aircraft,"MEMS,Thermal sensor,Wall shear stress sensor,Flight-testing I",,,"C. Ghouila-Houri,T. Arnoult,A. Mazzamurro,S. Kern,R. Viard,D. Teillet,E. Palfi,E. Garnier,Abdelkrim Talbi,P. Pernod",2024,10.1109/SENSORS56945.2023.10325107,"10.1088/0960-1317/25/12/125029, 10.1017/s0022112010003447, 10.1109/jmems.2003.815831, 10.1016/j.sna.2015.09.030, 10.1016/j.expthermflusci.2016.04.018, 10.1088/1361-665x/ab6ba8, 10.1016/j.ijheatfluidflow.2020.108743, 10.1016/s0924-4247(03)00230-9, 10.2514/1.14825, 10.1063/1.4972402, 10.1016/j.sna.2017.09.030, 10.1007/s00348-019-2714-5, 10.1109/jsen.2020.2991785, 10.1088/1361-665x/ab4be4, "
Engineering and optimization of the SPR device ZnO/Ag/WO3/Ni/2D-Nanomaterials highly sensitive for biomedical processing and detection,,,"Electrical and Electronic Engineering,Atomic and Molecular Physics, and Optics,Electronic, Optical and Magnetic Materials,Inorganic Chemistry,Organic Chemistry,Physical and Theoretical Chemistry,Spectroscopy","Mohamed El Barghouti,Fatima Houari,Abdellatif Akjouj,Abdellah Mir",2024,10.1016/j.optmat.2024.115019,"10.1007/s00339-022-05264-y, 10.1002/lpor.201000009, 10.3390/mi11080779, 10.1016/j.bios.2019.111324, 10.1021/acs.jpcc.6b12858, 10.1515/nanoph-2020-0060, 10.1002/adfm.202207065, 10.1016/j.optmat.2020.110123, 10.1016/j.ijleo.2022.169857, 10.1016/j.diamond.2022.109633, 10.3390/bios12070535, 10.3390/s17102161, 10.1016/j.optmat.2023.114617, 10.1016/j.spmi.2021.106969, 10.1016/j.apsusc.2020.147869, 10.1016/S0925-4005(98)00321-9, 10.1016/j.optmat.2021.111618, 10.1007/s11082-021-02862-7, 10.1016/j.optcom.2021.127616, 10.3390/photonics5030015, 10.1155/2020/7342737, 10.3390/bios12100810, 10.1016/j.ijleo.2024.171612, 10.1021/acsami.3c05473, 10.1016/j.optmat.2023.114723, 10.1016/j.optmat.2022.112977, 10.1016/j.rio.2023.100597, 10.1016/j.ijleo.2021.167618, 10.1016/j.ijleo.2018.07.066, 10.1016/j.photonics.2018.06.003, 10.1016/j.snb.2014.09.083, 10.1002/adma.200600200, 10.1007/s00339-012-6858-x, 10.1088/2053-1591/ab66a7, 10.1016/j.optmat.2023.114555, 10.3390/catal11060703, 10.1080/1023666X.2021.1897770, 10.1063/1.4862962, 10.1016/j.snb.2013.04.027, 10.1016/j.mseb.2023.116931, 10.1016/j.optmat.2021.111355, 10.1021/cr068107d, 10.3390/bios14010025, 10.1007/s10043-019-00564-w, 10.1016/j.rineng.2022.100698, 10.1016/j.snb.2004.08.030, 10.1016/j.tsf.2009.01.090, 10.1016/j.tsf.2013.03.004, 10.1063/1.4862962, 10.1016/j.snb.2017.04.110, 10.3390/s23031714, 10.1364/AO.58.009411, 10.3390/nano12132205, 10.1515/nanoph-2019-0335, 10.1063/1.5010982, 10.1007/s12596-023-01418-0, "
Design and performance analysis of Rectenna Circuit,"Rectenna,RF DC conversion efficiency,RF energy harvesting,Schottky diode",,General Medicine,"Khadija El Batal,Nabil Chakhchaoui,Adil Eddiai,Mounir Meddad,Mohamed Rguiti,M'Hammed Mazroui,Omar Cherkaoui",2024,10.1088/1757-899X/948/1/012006,"10.1016/j.sna.2016.03.026, 10.1016/j.spmi.2018.03.007, 10.1002/pat.4010, 10.1088/1361-665X/aafc5c, 10.1016/j.spmi.2018.03.044, 10.1177/0021998318808869, 10.1080/15435075.2019.1567515, 10.1109/TIE.2009.2037653, 10.2528/PIERB12062901, 10.1017/S1759078714001457, "
Selective Area Growth of in-plane In0.5Ga0.5P nanowires on GaAs (111)B substrate by molecular beam epitaxy,,,,"Clément Barbot,Christophe Coinon,X. Wallart,B. Grandidier,L. Desplanque",2024,,
Photoemission Insight on Narrow Band Gap PbS Quantum Dots Relevant for Infrared Imaging,"Photoemission,Binding energy,Electrical conductivity,Ligands,Quantum dots,Infrared,Electronic structure",,"Surfaces, Coatings and Films,Physical and Theoretical Chemistry,General Energy,Electronic, Optical and Magnetic Materials","Huichen Zhang,Nicolas Ledos,Mariarosa Cavallo,Erwan Bossavit,Adrien Khalili,Leonardo Curti,Xiang Zhen Xu,Erwan Dandeu,James Utterback,Sandrine Ithurria,Christophe Delerue,Debora Pierucci,Pavel Dudin,José Avila,Mathieu Silly,Emmanuel Lhuillier",2024,10.1021/acs.jpcc.3c07499,"10.1002/adma.200305395, 10.1021/nn5018654, 10.1021/acs.chemrev.6b00196, 10.1126/science.abm6753, 10.1021/acs.chemmater.7b04322, 10.1021/acs.jpcc.2c03348, 10.1002/smll.202003397, 10.1021/acsnano.8b09815, 10.1038/nature13829, 10.1016/S1386-9477(02)00374-0, 10.1021/nn900863a, 10.1021/acs.nanolett.2c00056, 10.1021/nn500897c, 10.1039/D1NR07770H, 10.1021/acs.jpclett.2c02247, 10.1038/nmat3984, 10.1038/ncomms15257, 10.1109/IEDM19574.2021.9720560, 10.1002/adfm.202201424, 10.1109/TED.2021.3133191, 10.1021/jp0525888, 10.1021/acsomega.7b01451, 10.1021/acsnano.5b06833, 10.1002/tcr.201800085, 10.1021/nn201681s, 10.1107/S0909049510052301, 10.1088/1742-6596/425/19/192023, 10.1038/nmat3118, 10.1126/science.aaa2951, 10.1021/ja400948t, 10.1016/j.matt.2020.12.017, 10.1021/acsnano.0c02033, 10.1021/acs.nanolett.9b04130, 10.1021/acs.jpcc.9b10946, 10.1038/s41928-022-00779-x, 10.1021/acs.jpcc.0c06751, 10.1039/D3NR00999H, 10.1021/acsami.9b09954, "
"L’image révolutionnaire de la ""Mère Patrie"" entre France, Angleterre et colonies américaines : enjeux d’une polémique (1770-1790)",,,,Charles Vincent,2024,,
Surface Inspection and Description in Metrology and Tribology—Vol.1,,,General Materials Science,"Michal Wieczorowski,Maxence Bigerelle,Chris Brown,Pawel Pawlus,Rafal Reizer,Alejandro Pereira",2024,10.3390/ma15165636,"10.1016/j.wear.2010.06.001, 10.1109/nanofim54124.2021.9737344, 10.3390/ma13235582, 10.3390/ma13133040, 10.1016/S0007-8506(07)62527-X, 10.1177/1350650116664826, 10.1016/0890-6955(92)90067-Q, 10.1108/ILT-07-2018-0258, 10.4028/www.scientific.net/AMM.657.402, 10.1016/j.measurement.2021.109089, 10.1515/mms-2015-0046, 10.1016/j.measurement.2016.05.003, 10.1002/sca.20272, 10.1007/s12520-022-01504-7, 10.1016/j.cirp.2012.05.009, 10.1016/S0890-6955(01)00062-1, 10.1016/j.wear.2010.05.003, 10.1016/S0890-6955(01)00049-9, 10.3390/ma14185326, 10.1016/j.precisioneng.2014.10.011, 10.1007/978-3-030-18682-1_19, 10.3390/ma14133728, 10.3390/ma14226758, 10.14314/polimery.2017.053, 10.1016/j.precisioneng.2016.12.008, 10.1007/978-3-319-68619-6_79, 10.3390/ma14247608, 10.3390/ma14092196, 10.3390/ma14247524, 10.1016/0043-1648(91)90269-Z, 10.3390/ma15010022, 10.1016/j.wear.2016.11.020, 10.1016/j.measurement.2018.09.045, 10.1016/0043-1648(96)07207-9, 10.1016/0043-1648(94)07080-6, 10.3390/ma14227063, 10.3390/ma15031021, 10.3390/ma14164487, 10.3390/ma15030887, 10.3390/ma14216233, "
Modeling and Optimization in Green Logistics,"Drones,Green logistics,Metaheuristics,Smart cities,Solar cars,Vehicle routing problem VRP",,,"Houda Derbel,Bassem Jarboui,Patrick Siarry",2024,10.1007/978-3-030-45308-4,
How are alkali-activated materials impacted by incorporating low viscosity organic liquids?,,,"Mechanics of Materials,General Materials Science,Building and Construction,Civil and Structural Engineering","Charles Reeb,Catherine A. Davy,Matthieu de Campos,Jérôme Hosdez,Christel Pierlot,Cyrille Albert-Mercier,David Lambertin",2024,10.1617/s11527-022-02089-2,"10.1016/j.jnucmat.2015.04.036, 10.1016/j.ceramint.2018.03.079, 10.1016/j.pnucene.2020.103246, 10.2172/6462993, 10.1007/s10973-014-3844-x, 10.12911/22998993/92926, 10.1016/j.petrol.2019.02.010, 10.1016/j.jhazmat.2018.08.057, 10.1016/j.cemconres.2020.106108, 10.1007/s10853-006-0637-z, 10.1146/annurev-matsci-070813-113515, 10.1016/j.conbuildmat.2015.03.036, 10.1007/978-94-007-7672-2, 10.1016/j.ceramint.2020.11.239, 10.1111/jace.16142, 10.1016/j.cemconcomp.2018.10.014, 10.1016/j.ces.2022.117635x, 10.1016/j.ceramint.2018.10.021, 10.1155/2020/8094205, 10.1016/j.conbuildmat.2007.05.002, 10.1631/jzus.A2000059, 10.1111/jace.14996, 10.1039/CT9079102001, 10.1016/j.cemconres.2010.11.016, 10.1016/j.marpetgeo.2015.04.004, 10.1137/1.9780898719277, 10.1038/nmeth.2019, 10.1111/j.1551-2916.2008.02736.x, 10.1002/mrc.984, 10.1016/j.jclepro.2017.04.097, 10.17222/mit.2015.185, 10.1155/2014/326458, 10.1039/JM9930301263, 10.1016/j.jobe.2020.101307, 10.1016/j.cemconres.2017.10.004, 10.1016/j.tca.2009.04.002, 10.1016/j.clay.2013.12.025, 10.1016/j.cemconcomp.2010.09.004, 10.1016/j.conbuildmat.2013.03.061, 10.1016/j.cemconcomp.2020.103774, 10.1016/j.conbuildmat.2017.05.149, 10.1016/j.conbuildmat.2016.06.127, 10.3390/ma9090767, 10.1016/j.ceramint.2015.06.140, 10.1016/j.ceramint.2016.06.033, 10.1021/la047336x, 10.1016/j.cemconcomp.2017.01.014, 10.1016/j.clay.2013.08.023, 10.1111/j.1151-2916.2003.tb03545.x, 10.1021/la4000473, 10.1111/j.1151-2916.1994.tb04606.x, 10.1016/S0008-8846(01)00530-0, 10.1016/S0008-8846(02)01044-X, 10.1007/s10853-006-0755-7, 10.1016/j.jmrt.2020.11.104, 10.1016/j.cemconres.2011.05.002, 10.1016/j.advengsoft.2008.05.005, 10.3390/ma9060462, 10.1021/ie0494216, 10.1016/S0008-8846(99)00154-4, 10.1016/j.matchemphys.2019.121785, 10.1021/je1002175, 10.1002/9783527647941, 10.1515/iupac.87.0731, 10.2110/jsr.2005.040, "
Multi-agent reinforcement learning for autonomous vehicles: a survey,,,,"Joris Dinneweth,Abderrahmane Boubezoul,René Mandiau,Stéphane Espié",2024,10.1007/s43684-022-00045-z,"10.1016/j.trpro.2020.03.003, 10.1177/001872087601800506, 10.1016/S1369-8478(00)00014-0, 10.1038/nature16961, 10.1038/s41586-020-03051-4, 10.1038/s41586-019-1724-z, 10.1109/ITSC55140.2022.9922205, 10.1016/j.jksuci.2022.03.013, 10.1109/TITS.2021.3054625, 10.1109/IV48863.2021.9575880, 10.1109/TITS.2021.3134702, 10.1016/j.ifacol.2020.12.2310, 10.1007/BF00992698, 10.1007/978-3-030-60990-0_12, 10.1109/TITS.2019.2901791, 10.5555/3295222.3295385, 10.1017/CBO9780511811654, 10.1007/978-3-319-71682-4_5, 10.1007/s10458-019-09421-1, 10.1109/TCYB.2020.2977374, 10.3390/app11114948, 10.1007/s10462-021-09996-w, 10.1007/s10489-022-04105-y, 10.1145/1553374.1553380, 10.1145/3453160, 10.1109/CVPRW.2019.00172, 10.1109/IJCNN48605.2020.9207663, 10.3917/th.701.0001, 10.3328/TL.2010.02.03.157-173, 10.1103/PhysRevE.62.1805, 10.3141/1999-10, 10.1109/TITS.2022.3207872, 10.1109/IROS51168.2021.9636151, 10.1109/TITS.2023.3285442, 10.1073/pnas.1820676116, 10.1109/OJITS.2022.3172981, 10.1007/s43684-022-00023-5, 10.1109/IROS40897.2019.8968478, 10.1109/TITS.2019.2893683, 10.1007/978-3-030-47358-7_7, 10.5555/3157096.3157336, 10.23919/ACC53348.2022.9867314, 10.1016/j.trf.2006.01.002, "
Guest Editorial: Special Issue on Wide and Ultrawide Band Gap Semiconductor Devices for RF and Power Applications,,,"Electrical and Electronic Engineering,Electronic, Optical and Magnetic Materials","Matteo Meneghini,Geok Ing Ng,Farid Medjdoub,Matteo Buffolo,Shireen Warnock,Digbijoy Nath,Jun Suda,Junxia Shi,Shyh-Chiang Shen",2024,10.1109/TED.2024.3359934,
"La gentrification comme politique(s) : ambivalences et (in)capacités du renouvellement urbain par grand projet dans les agglomérations de Lille et Hambourg,Gentrification as policy, politics and polity. Ambivalences and (in)capacities of urban renewal through large scale projects in the urban area of Lille and Hamburg","Capacity to govern,Lille,Hamburg,Urban renewal,Metropolitan attractiveness,Renouvellement urbain,Attractivité métropolitaine,Capacité à gouverner,Lille,Hambourg",,General Medicine,Clément Barbier,2024,10.4000/metropoles.8929,"10.4324/9781315307510, 10.3917/esp.163.0025, 10.3917/pox.127.0109, 10.4000/metropoles.4948, 10.1177/0042098012437746, 10.1111/geob.12060, 10.3917/dec.clerv.2016.01, 10.3917/dec.degey.2017.01, 10.4000/metropoles.4950, 10.1068/a3739, 10.3166/ges.14.197-226, 10.3917/dec.franc.2021.01, 10.1177/0042098015576474, 10.1177/107874037006003, 10.7312/hack19372, 10.1111/1467-9663.00172, 10.1111/j.1467-9248.1996.tb00343.x, 10.1080/04353684.1989.11879583, 10.3406/espat.1992.3846, 10.1086/226311, 10.1002/9781405165518.wbeosu013.pub2, 10.2307/2586011, 10.1111/j.1435-5957.2009.00263.x, 10.4324/9780203975640, 10.1111/1467-8330.00249, 10.3917/esp.140.0127, 10.1080/02673037.2017.1291917, "
"At the end of the day, I'm not the President of the United States"" : présidence alternative dans la série Designated Survivor (ABC, 2016-2018; Netflix, 2019)",,,,Manon Lefebvre,2024,,
Fabrication of doped b-tricalcium phosphate bioceramics by robocasting for bone repair applications,,,,"Nicolas Somers,Marie Lasgorceix,Florian Jean,Anthony Thuault,Sandra Balvay,Christelle C. Der Loughian,Nicolas Preux,Cathy Delmotte,Fabrice Petit,Anne Leriche",2024,,
Fabrication of higher thermal stability doped β-tricalcium phosphate bioceramics by robocasting,,,,"Nicolas Somers,Florian Jean,Marie Lasgorceix,Anthony Thuault,Fabrice Petit,Anne Leriche",2024,,
Elaboration de prothèses dentaires par fabrication additive indirecte combinant stéréolithographie et gel casting,,,,"Pierre Grimaud,Fabrice Petit,Laurent Boilet,Florian Jean,Marie Lasgorceix,Philippe Champagne,Anne Leriche,Pascal Laurent",2024,,
Développement par robocasting de biocéramiques en β-TCP dopé destiné à la fabrication de substituts osseux,,,,"Nicolas Somers,Florian Jean,Marie Lasgorceix,Anthony Thuault,Nicolas Preux,Cathy Delmotte,Fabrice Petit,Anne Leriche",2024,,
Hybrid additive/subtractive manufacturing system to prepare dense and complex shape ceramic parts,,,,"Qirong Chen,Fabrice Petit,Enrique Juste,Marie Lasgorceix,Anne Leriche",2024,,
Synthesis of substituted β-tricalcium phosphate powders to improve their thermal stability and biological properties for bone regeneration,,,,"Anne Leriche,Nicolas Somers,Anthony Thuault,Fabrice Petit,Marie Lasgorceix,Florian Jean",2024,,
Fabrication of Doped ß-tricalcium Phosphate Bioceramics by Robocasting for Bone Repair Applications,,,,"Nicolas Somers,Florian Jean,Marie Lasgorceix,Anthony Thuault,Fabrice Petit,Sandra Balvay,Christelle C. Der Loughian,Claire Gaillard,Laurent Gremillard,Anne Leriche",2024,,
On four-dimensional Einstein affine hyperspheres,"Affine hypersphere,Affine metric,Einstein metric",,"Computational Theory and Mathematics,Geometry and Topology,Analysis","Zejun Hu,Haizhong Li,Luc Vrancken",2024,10.1016/j.difgeo.2016.10.003,"10.1007/s10114-012-0264-3, 10.1002/cpa.3160390606, 10.1016/0926-2245(94)90002-7, 10.1017/S0027763000005006, 10.1007/s00025-008-0312-6, 10.4310/jdg/1304514974, 10.1016/j.difgeo.2008.10.005, 10.1007/BF00181200, 10.1007/BF02107712, 10.1007/BF03323247, 10.1007/BF02570751, 10.1007/BF01444730, 10.1007/BF01166455, 10.1017/S0027763000018705, 10.4310/jdg/1214437486, 10.1007/s00025-011-0196-8, 10.1016/0926-2245(91)90026-6, 10.4310/jdg/1214342148, 10.1007/BF02571370, "
Null pseudo-isotropic Lagrangian surfaces,"Lagrangian submanifold,Complex projective space,Isotropic sub-manifold,Lorentzian submanifold",,General Mathematics,"A Carriazo,V. Martin-Molina,Luc Vrancken",2024,10.4064/cm7107s-12-2016,
Sur le sens du retrait (ou de la retraite) dans l’œuvre de Montaigne,,,,Blandine Perona,2024,10.15122/isbn.978-2-406-11356-0.p.0063,
"Autour de la prosopopée, remarques sur l'usage du masque dans les Essais",,,,Blandine Perona,2024,10.15122/isbn.978-2-406-07344-4.p.0041,
Numerical and Experimental Anaysis of Massive MIMO Channel Characteristics in a Rectangular Highway Tunnel at 5.9 GHz,,,,"Esteban Egea-Lopez,Jose-Maria Molina-Garcia-Pardo,Martine Lienard,Pierre Laly,Pierre Degauque",2024,10.1109/CSCC58962.2023.00052,"10.1109/access.2022.3233877, 10.1109/cscc55931.2022.00054, 10.1109/TAP.2006.880674, 10.1109/25.533772, 10.1109/lawp.2013.2297174, 10.1049/el:20020695, 10.1109/tvt.2007.913177, 10.1109/mvt.2019.2960590, 10.23919/eucap53622.2022.9769363, 10.1109/lawp.2010.2095816, 10.1109/wcsp55476.2022.10039257, 10.1109/map.2022.3162807, 10.23919/eucap48036.2020.9135682, 10.1371/journal.pone.0260060, 10.1109/vetecs.2005.1543265, 10.1109/URSI-EMTS.2010.5637332, "
Electrical characterization of in-plane InGaAs nanostructures grown by selective molecular beam epitaxy,,,,"Alexandre Bucamp,X. Wallart,Dominique Vignaud,Christophe Coinon,David Troadec,L. Desplanque",2024,,
Micro-diffraction study of sputtered LiMn1.5Ni0.5O4 thin films for Li-ion micro-batteries,,,,"Clément Leviel,Maxime Hallot,Florent Blanchard,Christophe Lethien,Pascal Roussel",2024,,
N-type polymeric organic flash memory device: Effect of reduced graphene oxide floating gate,,,"Electrical and Electronic Engineering,Materials Chemistry,Condensed Matter Physics,General Chemistry,Biomaterials,Electronic, Optical and Magnetic Materials","B. Hafsi,A. Boubaker,David Guérin,Stéphane Lenfant,A. Kalboussi,K. Lmimouni",2024,10.1016/j.orgel.2017.02.035,"10.1038/nmat3622, 10.1038/nature07727, 10.1002/adma.201103800, 10.1002/adfm.200901677, 10.1021/nn203847r, 10.1002/adma.201201195, 10.1038/srep00585, 10.1063/1.1604962, 10.1063/1.3432667, 10.1109/TNANO.2006.876928, 10.1016/j.progpolymsci.2008.08.001, 10.1021/am5028007, 10.1038/srep02319, 10.1126/science.1179963, 10.1021/cm102006v, 10.1021/acsami.5b01625, 10.1039/C4NR03448A, 10.1039/c4tc00598h, 10.1002/adma.201403771, 10.1038/srep03093, 10.1021/nn201809k, 10.1038/srep02126, 10.1063/1.3464292, 10.1088/0957-4484/25/1/014016, 10.1002/adfm.201203417, 10.1002/adfm.201101935, 10.1002/adma.200800340, 10.1063/1.2751417, 10.1039/c3tc00046j, "
Compact Modeling of Single Electron Memory Based on Perceptron Designs,,,"General Earth and Planetary Sciences,General Environmental Science","Aïmen Boubaker,Abdelghaffar Nasri,Adel Kalboussi,B. Hafsi",2024,10.4172/2169-0022.1000187,
Traps and Interface Fixed Charge Effects on a Solution-Processed n-Type Polymeric-Based Organic Field-Effect Transistor,,,"Materials Chemistry,Electrical and Electronic Engineering,Condensed Matter Physics,Electronic, Optical and Magnetic Materials","B. Hafsi,A. Boubaker,David Guérin,S. Lenfant,A. Kalboussi,K. Lmimouni",2024,10.1007/s11664-016-5067-3,"10.1002/adma.200602924, 10.1002/adma.201402473, 10.1021/cm049473l, 10.1038/nature07727, 10.1021/cr900150b, 10.1109/TED.2004.838333, 10.1103/PhysRev.155.657, 10.1103/PhysRevB.59.7514, 10.1002/pssa.200404335, 10.1021/ma102451b, 10.1002/adfm.201304216, 10.3938/jkps.67.1201, 10.1063/1.2998404, 10.1051/epjap/2011110138, 10.1002/adfm.200801466, 10.1051/epjap/2014130417, 10.1051/epjap/2013120489, 10.1063/1.1486253, 10.1038/srep03425, 10.1002/adma.201001202, 10.3390/ma6031159, 10.1002/adma.201103800, "
6.9 GHz Film Bulk Acoustic Resonator based on Pulsed Laser Deposited LiNbO3 Film,"LiNbO3 film,Pulsed Laser Deposition PLD,Film Bulk Acoustic Resonator",,,"L.C. Sauze,N. Vaxelaire,R. Templier,F. Pierre,C. Maeder-Pachurka,J. Delprato,D. Remiens,G. Rodriguez,M. Bousquet,F. Dupont",2024,10.1109/IUS51837.2023.10306426,"10.1109/IUS52206.2021.9593774, 10.1088/1361-6439/ac288f, 10.1016/j.jcrysgro.2022.126950, 10.1002/admi.201600998, 10.1109/IUS46767.2020.9251517, 10.1007/BF02790348, 10.7567/JJAP.50.07HD10, 10.1116/6.0000209, 10.1002/adma.200802611, 10.1109/IEDM.2018.8614564, "
Microwave Electromagnetic Shielding with Free-Standing Composites Based on Graphene Oxide and Silver Nanowires,,,,"Duska Kleut,Mila Milenkovic,Fabian von Kleist-Retzow,Mohamed Sebbache,Kamel Haddadi,Svetlana Jovanovic",2024,10.1109/MARSS58567.2023.10294133,"10.1016/j.pbiomolbio.2022.04.008, 10.1002/mop.25309, 10.1021/acsami.1c01731, 10.3390/polym15040857, 10.1038/s41598-019-56586-6, 10.1063/1.4759436, 10.1016/j.carbon.2021.02.047, 10.1021/am401695p, 10.1039/c2jm34273a, 10.1002/adma.201702367, 10.1002/adom.201900267, 10.1021/acsnano.0c01312, 10.1016/j.mtadv.2020.100124, 10.1038/nature04969, 10.1016/j.ssc.2008.02.024, 10.1016/j.pmatsci.2017.07.004, 10.1039/D0TA09246K, 10.1016/j.carbon.2013.07.055, 10.1021/jp100603h, 10.1021/acs.jchemed.7b00568, 10.1039/c4ra00711e, 10.1006/jcis.2002.8345, "
Auxeticity enables tuning of topological waveguiding in metamaterial plates,,,,"F. Bosia,G. Carta,M. Morvaridi,V.F. Dal Poggetto,A.S. Gliozzi,M. Miniaci,N. Pugno",2024,,
Rupture brutale des relations commerciales : le juge des référés peut imposer la poursuite des livraisons,"Pratiques restrictives,Rupture brutale d'une relation commerciale",,,Nicolas Leblond,2024,,
Maintien du cautionnement du prêt en cas de caducité de l'accord de conciliation ayant mis en place ce prêt,"Cautionnement,Conciliation",,,Nicolas Leblond,2024,,
Preuve de l'exécution de l'obligation d'information annuelle de la caution,"Cautionnement,Information annuelle de la caution",,,Nicolas Leblond,2024,,
La prime et les frais de l'assurance-vie condition d'octroi du prêt doivent intégrer le TEG,"Crédit,Assurance vie,TEG",,,Nicolas Leblond,2024,,
Épistémologie du journalisme à l’heure de la crise de l’information,,,,Angelina Toursel,2024,,
Encore le défaut d'information et l'abus dans la renonciation au contrat,"Assurance sur la vie,Obligation d'information,Renonciation",,,Nicolas Leblond,2024,,
"Octobre 1917, révolution ou coup d'Etat ?",Coup d'Etat Russie Lénine communisme légitimité histoire 1917 révolution,,,Emmanuel Cherrier,2024,,
Désignation du bénéficiaire par voie testamentaire : pas besoin que l'assureur soit informé,"Assurance sur la vie,Assurance-vie,Désignation bénéficiaire",,,Nicolas Leblond,2024,,
Changements multiples de bénéficiaires et bonne foi de l'assureur,"Assurance-vie,Désignation bénéficiaire",,,Nicolas Leblond,2024,,
Frantz Fanon auteur et journaliste : l’écriture comme praxis révolutionnaire,,,,Angelina Toursel,2024,,
Application de la prescription décennale à l'action de la personne qui revendique la qualité de bénéficiaire du contrat et fixation du point de départ du délai,"Assurance-vie,Prescription",,,Nicolas Leblond,2024,,
Christophe Colomb et la Corse. La « possibilité d’une île » ?,,,,Nicolas Balutet,2024,,
Assurance en général : unité d’appréciation de la faute dolosive à la Cour de cassation,Assurance,,,Nicolas Leblond,2024,,
Plafonnement du loyer commercial : ne pas se tromper de loyer de référence,"Bail Commercial,Loyer,Plafonnement",,,Nicolas Leblond,2024,,
"Faute de biens affectés à l'EIRL, il n'y a pas d'EIRL !",EIRL,,,Nicolas Leblond,2024,,
Le droit de préemption du preneur commercial prévu par l'article L. 145-6-1 est d'ordre public,"Bail commercial,Droit de préemption",,,Nicolas Leblond,2024,,
Conséquences de l'absence de notification de la résiliation du bail commercial au créancier nanti,"Bail Commercial,Nantissement de fonds de commerce",,,Nicolas Leblond,2024,,
"Le maintien dans les lieux opère transformation du bail dérogatoire en bail commercial, nonobstant tout accord contraire","Bail commercial,Bail dérogatoire",,,Nicolas Leblond,2024,,
De la liberté de ne pas financer une association de commerçants d'un centre commercial,"Bail commercial,Liberté d'association",,,Nicolas Leblond,2024,,
Molecular beam epitaxial growth of 2D-boron nitride on Ni substrates,"Boron nitride,Borazine,Molecular beam epitaxy,Plasma-assisted",,,"Jawad Hadid,Ivy Colambo,Jose Avila,Aexandre Plaud,Christophe Boyaval,D. Deresmes,Nicolas Nuns,Pavel Dudin,Annick Loiseau,Julien Barjon,Xavier Wallart,Dominique Vignaud",2024,,
The role of visuospatial abilities in memorizing animations among soccer players,"Animation,Memorization,Prior knowledge,Soccer,Visuospatial abilities",,"Applied Psychology,Physical Therapy, Sports Therapy and Rehabilitation","Hatem Ben Mahfoudh,Bachir Zoudji",2024,10.1515/jirspa-2020-0002,"10.1027//1016-9040.7.2.85, 10.1037/0096-3445.130.4.641, 10.1002/ase.1524, 10.5408/1089-9995-53.4.402, 10.1016/j.chb.2014.03.077, 10.1016/j.proeng.2015.07.175, 10.1080/15248372.2012.725186, 10.1007/s10648-014-9262-6, 10.1080/15230406.2017.1344569, 10.2200/S00669ED1V01Y201508ENG025, 10.1207/s15327108ijap1401_2, 10.1037/0033-295X.102.2.211, 10.1080/1750984X.2017.1290817, 10.1016/S0140-6736(00)03649-7, 10.2190/60Y9-BQG9-80HX-UEML, 10.1017/CBO9780511816819.029, 10.3758/BF03200867, 10.1007/s10648-010-9126-7, 10.1016/j.chb.2010.07.042, 10.1111/j.1365-2729.2006.00180.x, 10.1037/0096-1523.21.6.1391, 10.1016/j.learninstruc.2009.02.003, 10.32890/mjli2019.16.1.6, 10.1080/10413200.2012.735342, 10.1080/10413200.2012.718312, 10.1016/j.chb.2014.03.021, 10.7752/jpes.2016.04213, 10.1016/j.ijhcs.2007.06.005, 10.1002/acp.1787, 10.2307/1130467, 10.1080/0142159X.2017.1395401, 10.4101/jvwr.v2i1.399, 10.1007/978-3-540-87730-1_25, 10.1016/j.learninstruc.2011.02.002, 10.1007/978-3-319-56204-9_1, 10.1111/bjep.12142, 10.1037/13273-004, 10.1037/0022-0663.86.3.389, 10.1037/h0043158, 10.1037/0096-3445.130.4.621, 10.1016/j.psychsport.2014.07.009, 10.1037/0022-0663.84.4.429, 10.1177/001872089303500412, 10.2466/pms.1994.79.1.419, 10.1207/S15326985EP3801_1, 10.1207/S15326985EP3801_8, 10.1145/2442576.2442582, 10.1080/02640414.2015.1045926, 10.1002/ase.1783, 10.1037/0033-295X.103.3.403, 10.3389/fpsyg.2018.01260, 10.1177/0193841X8200600501, 10.1080/09500690802595839, 10.3917/sta.081.0023, 10.1109/TVCG.2014.23, 10.1016/j.psychsport.2014.07.004, 10.1007/978-1-4419-8126-4, 10.1007/s10648-019-09465-5, 10.1038/s41598-018-31704-y, 10.1145/3206025.3206084, 10.1023/B:TRUC.0000021813.24669.62, 10.1177/0963721413484756, 10.2466/pms.1978.47.2.599, 10.1007/s00426-015-0673-x, "
